research_field_id,research_field_name,department_names,professor_names,laboratory_ids,laboratory_count,current_category_codes,category_code,category_name,mapping_action,classification_basis,confidence
662,자동차용 소재,화학과,김용석,241,1,,INDUSTRIAL_MOBILITY,산업·모빌리티·스마트인프라,ADD_MAPPING,재료 자체보다 자동차·모빌리티 적용 분야를 우선 분류,HIGH
638,재조합 단백질 생산,화학과,채영기,237,1,,BIOMED_HEALTH,바이오·의료·헬스케어,ADD_MAPPING,생명공학 기반 단백질 생산 연구,HIGH
667,전극/전해질 계면,화학과,한상돈,242,1,,ENERGY_ENVIRONMENT,에너지·환경·기후,ADD_MAPPING,전지·전기화학 에너지 장치의 핵심 계면 연구,HIGH
664,전기화학,화학과,한상돈,242,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,응용 대상이 특정되지 않은 일반 전기화학 연구,HIGH
666,전기화학적 분석 및 진단,화학과,한상돈,242,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,응용 대상이 특정되지 않은 전기화학 분석·진단 방법,MEDIUM
660,전자정보용 화학소재,화학과,김용석,241,1,,ELECTRONIC_DEVICES,전자소자·센서·나노소재,ADD_MAPPING,전자·정보 소자에 적용되는 기능성 화학소재,HIGH
645,천연 우루시올의 화학 구조–물성 상관관계 연구,화학과,원종옥,238,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,천연 우루시올의 화학 구조와 재료 물성 관계 연구,HIGH
672,친환경 고분자,화학과,박성민,243,1,,ENERGY_ENVIRONMENT,에너지·환경·기후,ADD_MAPPING,환경 부담을 줄이는 친환경 고분자 소재 연구,HIGH
694,콜로이드 합성 및 자기조립,화학과,이원목,233,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,콜로이드 소재의 합성과 자기조립 연구,HIGH
649,크로마토그래피,화학과,최성신,239,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,화학 혼합물을 분리·분석하는 크로마토그래피 기법,HIGH
700,크로마토그래피 분리분석,화학과,이원목,233,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,크로마토그래피 기반 화학 분리·분석,HIGH
642,태양전지,화학과,원종옥,238,1,,ENERGY_ENVIRONMENT,에너지·환경·기후,ADD_MAPPING,태양광 기반 신재생에너지 변환 연구,HIGH
699,태양전지(DSSC·OPV),화학과,이원목,233,1,,ENERGY_ENVIRONMENT,에너지·환경·기후,ADD_MAPPING,DSSC·OPV 태양전지 기반 신재생에너지 연구,HIGH
688,폐수 중금속 이온 흡착 및 약물 전달을 위한 젤라틴 기반 하이드로겔 입자 제조 5,화학과,Suguna Perumal,245,1,,BIOMED_HEALTH,바이오·의료·헬스케어,ADD_MAPPING,폐수 처리와 약물 전달이 함께 있어 경계가 모호하나 젤라틴 하이드로겔의 약물 전달 응용을 우선했고 끝의 숫자 5는 추출 잔여값으로 보임,LOW
661,하이브리드 소재,화학과,김용석,241,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,서로 다른 성분을 결합한 복합·하이브리드 재료 연구,HIGH
644,합성 및 특성 연구,화학과,원종옥,238,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,대상이 명시되지 않은 일반 화학 합성·특성 분석,LOW
671,화학소재 분석,화학과,박성민,243,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,화학소재의 조성·구조·물성 분석,HIGH
653,환경분석,화학과,최성신,239,1,,ENERGY_ENVIRONMENT,에너지·환경·기후,ADD_MAPPING,환경 시료와 오염물질 분석을 다루는 환경 응용,HIGH
633,LCD colorant materials,화학과,윤천,236,1,,ELECTRONIC_DEVICES,전자소자·센서·나노소재,ADD_MAPPING,LCD 디스플레이용 전자·광학 소자 소재,HIGH
634,NMR 분광학,화학과,채영기,237,1,,CHEMISTRY_MATERIALS,화학·소재,ADD_MAPPING,화합물 구조를 분석하는 화학 분광학 방법,HIGH
